,Track name,artists,genre,Likes
427,Everything In Its Right Place,Radiohead,Alt. Rock,DISLIKE
428,Idioteque,Radiohead,Alt. Rock,DISLIKE
429,"There,There",Radiohead,Alt. Rock,DISLIKE
430,Bombtrack,Rage Against The Machine,Alt. Rock,DISLIKE
431,How I Could Just Kill a Man,Rage Against The Machine,Alt. Rock,DISLIKE
432,Killing In The Name,Rage Against The Machine,Alt. Rock,DISLIKE
433,Wake Up,Rage Against The Machine,Alt. Rock,DISLIKE
434,Bulls On Parade,Rage Against The Machine,Alt. Rock,DISLIKE
435,Freedom,Rage Against The Machine,Alt. Rock,DISLIKE
436,No Shelter,Rage Against The Machine,Alt. Rock,DISLIKE
437,Guerrilla Radio,Rage Against The Machine,Alt. Rock,DISLIKE
438,People of the Sun,Rage Against The Machine,Alt. Rock,DISLIKE
439,Testify,Rage Against The Machine,Alt. Rock,DISLIKE
440,Blitzkrieg Bop,Ramones,Alt. Rock,DISLIKE
441,Judy Is a Punk - 2016 Remaster,Ramones,Alt. Rock,DISLIKE
442,Sheena Is a Punk Rocker - 2017 Remaster,Ramones,Alt. Rock,DISLIKE
443,Teenage Lobotomy - 2017 Remaster,Ramones,Alt. Rock,DISLIKE
444,Beat on the Brat - 2016 Remaster,Ramones,Alt. Rock,DISLIKE
445,Do You Wanna Dance? - 2017 Remaster,Ramones,Alt. Rock,DISLIKE
446,I Wanna Be Sedated,Ramones,Alt. Rock,DISLIKE
447,Rock 'n' Roll High School - 2002 Remaster,Ramones,Alt. Rock,DISLIKE
448,Pet Sematary,Ramones,Alt. Rock,DISLIKE
449,Give It Away,Red Hot Chili Peppers,Alt. Rock,DISLIKE
450,Under the Bridge,Red Hot Chili Peppers,Alt. Rock,DISLIKE
451,Soul to Squeeze,Red Hot Chili Peppers,Alt. Rock,DISLIKE
452,Californication,Red Hot Chili Peppers,Alt. Rock,DISLIKE
453,Otherside,Red Hot Chili Peppers,Alt. Rock,DISLIKE
454,Scar Tissue,Red Hot Chili Peppers,Alt. Rock,DISLIKE
455,By the Way,Red Hot Chili Peppers,Alt. Rock,DISLIKE
456,Can't Stop,Red Hot Chili Peppers,Alt. Rock,DISLIKE
457,Dani California,Red Hot Chili Peppers,Alt. Rock,DISLIKE
458,Snow (Hey Oh),Red Hot Chili Peppers,Alt. Rock,DISLIKE
459,Dragula,Rob Zombie,Alt. Rock,DISLIKE
460,Living Dead Girl,Rob Zombie,Alt. Rock,DISLIKE
461,More Than This,Roxy Music,Alt. Rock,DISLIKE
462,Anarchy in the U.K.,Sex Pistols,Alt. Rock,DISLIKE
463,EMI,Sex Pistols,Alt. Rock,DISLIKE
464,God Save the Queen,Sex Pistols,Alt. Rock,DISLIKE
465,Holidays in the Sun,Sex Pistols,Alt. Rock,DISLIKE
466,No Feelings,Sex Pistols,Alt. Rock,DISLIKE
467,Pretty Vacant,Sex Pistols,Alt. Rock,DISLIKE
468,Submission,Sex Pistols,Alt. Rock,DISLIKE
469,(I'm Not Your) Stepping Stone,Sex Pistols,Alt. Rock,DISLIKE
470,Did You No Wrong - Remastered 2012,Sex Pistols,Alt. Rock,DISLIKE
471,Liar,Sex Pistols,Alt. Rock,DISLIKE
472,Mommy's Little Monster,Social Distortion,Alt. Rock,DISLIKE
473,Prison Bound,Social Distortion,Alt. Rock,DISLIKE
474,Ball and Chain,Social Distortion,Alt. Rock,DISLIKE
475,Cold Feelings,Social Distortion,Alt. Rock,DISLIKE
476,Ring of Fire,Social Distortion,Alt. Rock,DISLIKE
477,Story of My Life,Social Distortion,Alt. Rock,DISLIKE
478,Don't Drag Me Down,Social Distortion,Alt. Rock,DISLIKE
479,When The Angels Sing,Social Distortion,Alt. Rock,DISLIKE
480,Machine Gun Blues,Social Distortion,Alt. Rock,DISLIKE
481,Schizophrenia,Sonic Youth,Alt. Rock,DISLIKE
482,Starpower,Sonic Youth,Alt. Rock,DISLIKE
483,Teen Age Riot (Album Version),Sonic Youth,Alt. Rock,DISLIKE
484,Dirty Boots,Sonic Youth,Alt. Rock,DISLIKE
485,Kool Thing,Sonic Youth,Alt. Rock,DISLIKE
486,Mary-Christ,Sonic Youth,Alt. Rock,DISLIKE
487,100%,Sonic Youth,Alt. Rock,DISLIKE
488,Candle (Album Version),Sonic Youth,Alt. Rock,DISLIKE
489,Drunken Butterfly,Sonic Youth,Alt. Rock,DISLIKE
490,Bull In The Heather,Sonic Youth,Alt. Rock,DISLIKE
491,Jesus Christ Pose - Remastered 2016,Soundgarden,Alt. Rock,DISLIKE
492,Outshined - Remastered 2016,Soundgarden,Alt. Rock,DISLIKE
493,Rusty Cage - Remastered 2016,Soundgarden,Alt. Rock,DISLIKE
494,Black Hole Sun,Soundgarden,Alt. Rock,DISLIKE
495,Fell On Black Days,Soundgarden,Alt. Rock,DISLIKE
496,My Wave,Soundgarden,Alt. Rock,DISLIKE
497,Spoonman,Soundgarden,Alt. Rock,DISLIKE
498,The Day I Tried To Live,Soundgarden,Alt. Rock,DISLIKE
499,Blow Up The Outside World,Soundgarden,Alt. Rock,DISLIKE
500,Burden In My Hand,Soundgarden,Alt. Rock,DISLIKE
501,Wicked Garden,Stone Temple Pilots,Alt. Rock,DISLIKE
502,Creep,Stone Temple Pilots,Alt. Rock,DISLIKE
503,Plush,Stone Temple Pilots,Alt. Rock,DISLIKE
504,Plush - 2017 Remaster,Stone Temple Pilots,Alt. Rock,DISLIKE
505,Big Empty,Stone Temple Pilots,Alt. Rock,DISLIKE
506,Interstate Love Song,Stone Temple Pilots,Alt. Rock,DISLIKE
507,Vasoline,Stone Temple Pilots,Alt. Rock,DISLIKE
508,And so I Know,Stone Temple Pilots,Alt. Rock,DISLIKE
509,Trippin' on a Hole in a Paper Heart,Stone Temple Pilots,Alt. Rock,DISLIKE
510,Days of the Week,Stone Temple Pilots,Alt. Rock,DISLIKE
511,40oz. To Freedom,Sublime,Alt. Rock,DISLIKE
512,Badfish,Sublime,Alt. Rock,DISLIKE
513,Boss D.J.,Sublime,Alt. Rock,DISLIKE
514,Smoke Two Joints,Sublime,Alt. Rock,DISLIKE
515,"April 29,1992 (Miami)",Sublime,Alt. Rock,DISLIKE
516,Caress Me Down,Sublime,Alt. Rock,DISLIKE
517,Doin' Time,Sublime,Alt. Rock,DISLIKE
518,Santeria,Sublime,Alt. Rock,DISLIKE
519,What I Got,Sublime,Alt. Rock,DISLIKE
520,Wrong Way,Sublime,Alt. Rock,DISLIKE
521,Spiders,System Of A Down,Alt. Rock,DISLIKE
522,Sugar,System Of A Down,Alt. Rock,DISLIKE
523,Aerials,System Of A Down,Alt. Rock,DISLIKE
524,Chop Suey!,System Of A Down,Alt. Rock,DISLIKE
525,Toxicity,System Of A Down,Alt. Rock,DISLIKE
526,Boom!,System Of A Down,Alt. Rock,DISLIKE
527,Bounce,System Of A Down,Alt. Rock,DISLIKE
528,B.Y.O.B.,System Of A Down,Alt. Rock,DISLIKE
529,Hypnotize,System Of A Down,Alt. Rock,DISLIKE
530,Soldier Side,System Of A Down,Alt. Rock,DISLIKE
531,Psycho Killer - 2005 Remaster,Talking Heads,Alt. Rock,DISLIKE
532,Take Me to the River,Talking Heads,Alt. Rock,DISLIKE
533,Life During Wartime,Talking Heads,Alt. Rock,DISLIKE
534,Once in a Lifetime - 2005 Remaster,Talking Heads,Alt. Rock,DISLIKE
535,Burning Down the House,Talking Heads,Alt. Rock,DISLIKE
536,Girlfriend Is Better,Talking Heads,Alt. Rock,DISLIKE
537,Heaven,Talking Heads,Alt. Rock,DISLIKE
538,This Must Be the Place (Naive Melody) - 2005 Remaster,Talking Heads,Alt. Rock,DISLIKE
539,Road to Nowhere,Talking Heads,Alt. Rock,DISLIKE
540,Wild Wild Life,Talking Heads,Alt. Rock,DISLIKE
541,"Swing,Swing",The All-American Rejects,Alt. Rock,DISLIKE
542,Back To Me,The All-American Rejects,Alt. Rock,DISLIKE
543,Can't Take It,The All-American Rejects,Alt. Rock,DISLIKE
544,Change Your Mind,The All-American Rejects,Alt. Rock,DISLIKE
545,Dirty Little Secret,The All-American Rejects,Alt. Rock,DISLIKE
546,I Wanna,The All-American Rejects,Alt. Rock,DISLIKE
547,It Ends Tonight,The All-American Rejects,Alt. Rock,DISLIKE
548,Move Along,The All-American Rejects,Alt. Rock,DISLIKE
549,Night Drive,The All-American Rejects,Alt. Rock,DISLIKE
550,Gives You Hell,The All-American Rejects,Alt. Rock,DISLIKE
551,Rock Lobster,The B-52's,Alt. Rock,DISLIKE
552,Dance This Mess Around,The B-52's,Alt. Rock,DISLIKE
553,Private Idaho,The B-52's,Alt. Rock,DISLIKE
554,Mesopotamia,The B-52's,Alt. Rock,DISLIKE
555,Channel Z,The B-52's,Alt. Rock,DISLIKE
556,Deadbeat Club,The B-52's,Alt. Rock,DISLIKE
557,Love Shack,The B-52's,Alt. Rock,DISLIKE
558,Roam,The B-52's,Alt. Rock,DISLIKE
559,Wig,The B-52's,Alt. Rock,DISLIKE
560,Cannonball,The Breeders,Alt. Rock,DISLIKE
561,Divine Hammer,The Breeders,Alt. Rock,DISLIKE
562,Drivin' on 9,The Breeders,Alt. Rock,DISLIKE
563,Iris,The Breeders,Alt. Rock,DISLIKE
564,No Aloha,The Breeders,Alt. Rock,DISLIKE
565,Off You,The Breeders,Alt. Rock,DISLIKE
566,Safari,The Breeders,Alt. Rock,DISLIKE
567,Saints,The Breeders,Alt. Rock,DISLIKE
568,Good Times Roll,The Cars,Alt. Rock,DISLIKE
569,Just What I Needed,The Cars,Alt. Rock,DISLIKE
570,My Best Friend's Girl,The Cars,Alt. Rock,DISLIKE
571,Let's Go,The Cars,Alt. Rock,DISLIKE
572,Shake It Up,The Cars,Alt. Rock,DISLIKE
573,Since You're Gone - 2017 Remaster,The Cars,Alt. Rock,DISLIKE
574,Drive,The Cars,Alt. Rock,DISLIKE
575,Magic,The Cars,Alt. Rock,DISLIKE
576,You Might Think,The Cars,Alt. Rock,DISLIKE
577,Tonight She Comes,The Cars,Alt. Rock,DISLIKE
578,Under the Milky Way,The Church,Alt. Rock,DISLIKE
579,White Riot - Remastered,The Clash,Alt. Rock,DISLIKE
580,Clampdown,The Clash,Alt. Rock,DISLIKE
581,I Fought the Law,The Clash,Alt. Rock,DISLIKE
582,London Calling,The Clash,Alt. Rock,DISLIKE
583,Lost in the Supermarket - Remastered,The Clash,Alt. Rock,DISLIKE
584,Rudie Can't Fail,The Clash,Alt. Rock,DISLIKE
585,The Guns of Brixton,The Clash,Alt. Rock,DISLIKE
586,Train in Vain (Stand by Me) - Remastered,The Clash,Alt. Rock,DISLIKE
587,Rock the Casbah - Remastered,The Clash,Alt. Rock,DISLIKE
588,Should I Stay or Should I Go - Remastered,The Clash,Alt. Rock,DISLIKE
589,Dreams,The Cranberries,Alt. Rock,DISLIKE
590,Linger,The Cranberries,Alt. Rock,DISLIKE
591,Ode To My Family,The Cranberries,Alt. Rock,DISLIKE
592,Ridiculous Thoughts,The Cranberries,Alt. Rock,DISLIKE
593,Zombie,The Cranberries,Alt. Rock,DISLIKE
594,Salvation,The Cranberries,Alt. Rock,DISLIKE
595,When You're Gone,The Cranberries,Alt. Rock,DISLIKE
596,Animal Instinct,The Cranberries,Alt. Rock,DISLIKE
597,Promises,The Cranberries,Alt. Rock,DISLIKE
598,You And Me,The Cranberries,Alt. Rock,DISLIKE
599,A Forest - 2006 Remaster,The Cure,Alt. Rock,DISLIKE
600,Boys Don't Cry,The Cure,Alt. Rock,DISLIKE
601,Close to Me,The Cure,Alt. Rock,DISLIKE
602,In Between Days,The Cure,Alt. Rock,DISLIKE
603,Just like Heaven,The Cure,Alt. Rock,DISLIKE
604,Fascination Street,The Cure,Alt. Rock,DISLIKE
605,Lovesong,The Cure,Alt. Rock,DISLIKE
606,Lullaby,The Cure,Alt. Rock,DISLIKE
607,Pictures of You,The Cure,Alt. Rock,DISLIKE
608,Friday I'm in Love (Strangelove Mix) - 2022 Remaster,The Cure,Alt. Rock,DISLIKE
609,She Don't Use Jelly,The Flaming Lips,Alt. Rock,DISLIKE
610,Do You Realize??,The Flaming Lips,Alt. Rock,DISLIKE
611,Ego Tripping at the Gates of Hell,The Flaming Lips,Alt. Rock,DISLIKE
612,Name,The Goo Goo Dolls,Alt. Rock,DISLIKE
613,Black Balloon,The Goo Goo Dolls,Alt. Rock,DISLIKE
614,Broadway,The Goo Goo Dolls,Alt. Rock,DISLIKE
615,Iris,The Goo Goo Dolls,Alt. Rock,DISLIKE
616,Slide,The Goo Goo Dolls,Alt. Rock,DISLIKE
617,Here Is Gone,The Goo Goo Dolls,Alt. Rock,DISLIKE
618,Better Days,The Goo Goo Dolls,Alt. Rock,DISLIKE
619,Come to Me,The Goo Goo Dolls,Alt. Rock,DISLIKE
620,Sympathy,The Goo Goo Dolls,Alt. Rock,DISLIKE
621,All These Things That I've Done,The Killers,Alt. Rock,DISLIKE
622,Mr. Brightside,The Killers,Alt. Rock,DISLIKE
623,Smile Like You Mean It,The Killers,Alt. Rock,DISLIKE
624,Somebody Told Me,The Killers,Alt. Rock,DISLIKE
625,For Reasons Unknown,The Killers,Alt. Rock,DISLIKE
626,Read My Mind,The Killers,Alt. Rock,DISLIKE
627,When You Were Young,The Killers,Alt. Rock,DISLIKE
628,Human,The Killers,Alt. Rock,DISLIKE
629,Spaceman,The Killers,Alt. Rock,DISLIKE
630,Runaways,The Killers,Alt. Rock,DISLIKE
631,Come Out and Play,The Offspring,Alt. Rock,DISLIKE
632,Gone Away - 1997,The Offspring,Alt. Rock,DISLIKE
633,Pretty Fly (For A White Guy),The Offspring,Alt. Rock,DISLIKE
634,Self Esteem,The Offspring,Alt. Rock,DISLIKE
635,The Kids Aren't Alright,The Offspring,Alt. Rock,DISLIKE
636,Why Don't You Get A Job,The Offspring,Alt. Rock,DISLIKE
637,Original Prankster,The Offspring,Alt. Rock,DISLIKE
638,Want You Bad,The Offspring,Alt. Rock,DISLIKE
639,Hit That,The Offspring,Alt. Rock,DISLIKE
640,I Choose,The Offspring,Alt. Rock,DISLIKE
641,Pretty in Pink,The Psychedelic Furs,Alt. Rock,DISLIKE
642,Love My Way,The Psychedelic Furs,Alt. Rock,DISLIKE
643,Heaven,The Psychedelic Furs,Alt. Rock,DISLIKE
644,The Ghost In You,The Psychedelic Furs,Alt. Rock,DISLIKE
645,The Ghost in You,The Psychedelic Furs,Alt. Rock,DISLIKE
646,No Easy Street,The Psychedelic Furs,Alt. Rock,DISLIKE
647,Angels Don't Cry,The Psychedelic Furs,Alt. Rock,DISLIKE
648,Heartbreak Beat,The Psychedelic Furs,Alt. Rock,DISLIKE
649,Until She Comes,The Psychedelic Furs,Alt. Rock,DISLIKE
650,Androgynous,The Replacements,Alt. Rock,DISLIKE
651,I Will Dare,The Replacements,Alt. Rock,DISLIKE
652,Swingin Party - 2008 Remaster,The Replacements,Alt. Rock,DISLIKE
653,Can't Hardly Wait - 2008 Remaster,The Replacements,Alt. Rock,DISLIKE
654,Cherub Rock - 2011 Remaster,The Smashing Pumpkins,Alt. Rock,DISLIKE
655,Disarm,The Smashing Pumpkins,Alt. Rock,DISLIKE
656,Mayonaise - 2011 Remaster,The Smashing Pumpkins,Alt. Rock,DISLIKE
657,Soma - 2011 Remaster,The Smashing Pumpkins,Alt. Rock,DISLIKE
658,Today,The Smashing Pumpkins,Alt. Rock,DISLIKE
659,1979,The Smashing Pumpkins,Alt. Rock,DISLIKE
660,Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,Alt. Rock,DISLIKE
661,"Tonight,Tonight - Remastered 2012",The Smashing Pumpkins,Alt. Rock,DISLIKE
662,Zero - Remastered 2012,The Smashing Pumpkins,Alt. Rock,DISLIKE
663,Ava Adore,The Smashing Pumpkins,Alt. Rock,DISLIKE
664,This Charming Man - 2011 Remaster,The Smiths,Alt. Rock,DISLIKE
665,Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths,Alt. Rock,DISLIKE
666,"Please,Please,Please,Let Me Get What I Want - 2011 Remaster",The Smiths,Alt. Rock,DISLIKE
667,How Soon Is Now? - 2011 Remaster,The Smiths,Alt. Rock,DISLIKE
668,Bigmouth Strikes Again - 2011 Remaster,The Smiths,Alt. Rock,DISLIKE
669,Panic - 2011 Remaster,The Smiths,Alt. Rock,DISLIKE
670,There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,Alt. Rock,DISLIKE
671,Girlfriend in a Coma - 2011 Remaster,The Smiths,Alt. Rock,DISLIKE
672,Shoplifters of the World Unite - 2011 Remaster,The Smiths,Alt. Rock,DISLIKE
673,I Wanna Be Adored - Remastered 2009,The Stone Roses,Alt. Rock,DISLIKE
674,She Bangs the Drums - Remastered 2009,The Stone Roses,Alt. Rock,DISLIKE
675,Hard To Explain,The Strokes,Alt. Rock,DISLIKE
676,Last Nite,The Strokes,Alt. Rock,DISLIKE
677,New York City Cops,The Strokes,Alt. Rock,DISLIKE
678,Someday,The Strokes,Alt. Rock,DISLIKE
679,Take It Or Leave It,The Strokes,Alt. Rock,DISLIKE
680,12:51,The Strokes,Alt. Rock,DISLIKE
681,Reptilia,The Strokes,Alt. Rock,DISLIKE
682,The End Has No End,The Strokes,Alt. Rock,DISLIKE
683,Under Control,The Strokes,Alt. Rock,DISLIKE
684,Juicebox,The Strokes,Alt. Rock,DISLIKE
685,All Tomorrow's Parties,The Velvet Underground,Alt. Rock,DISLIKE
686,Femme Fatale,The Velvet Underground,Alt. Rock,DISLIKE
687,Heroin,The Velvet Underground,Alt. Rock,DISLIKE
688,I'm Waiting For The Man,The Velvet Underground,Alt. Rock,DISLIKE
689,Venus In Furs,The Velvet Underground,Alt. Rock,DISLIKE
690,White Light/White Heat,The Velvet Underground,Alt. Rock,DISLIKE
691,Pale Blue Eyes,The Velvet Underground,Alt. Rock,DISLIKE
692,Sweet Jane,The Velvet Underground,Alt. Rock,DISLIKE
693,Rock & Roll - Full Length Version; 2015 Remaster,The Velvet Underground,Alt. Rock,DISLIKE
694,Bitter Sweet Symphony - Remastered 2016,The Verve,Alt. Rock,DISLIKE
695,Come On / Deep Freeze - Hidden Track,The Verve,Alt. Rock,DISLIKE
696,History - Remastered 2016,The Verve,Alt. Rock,DISLIKE
697,Lucky Man,The Verve,Alt. Rock,DISLIKE
698,On Your Own - Remastered 2016,The Verve,Alt. Rock,DISLIKE
699,Rather Be,The Verve,Alt. Rock,DISLIKE
700,Sonnet,The Verve,Alt. Rock,DISLIKE
701,Space And Time,The Verve,Alt. Rock,DISLIKE
702,The Drugs Don't Work,The Verve,Alt. Rock,DISLIKE
703,Dead Leaves and the Dirty Ground,The White Stripes,Alt. Rock,DISLIKE
704,Hotel Yorba,The White Stripes,Alt. Rock,DISLIKE
705,Fell In Love With a Girl,The White Stripes,Alt. Rock,DISLIKE
706,We're Going to Be Friends,The White Stripes,Alt. Rock,DISLIKE
707,Little Room,The White Stripes,Alt. Rock,DISLIKE
708,Seven Nation Army,The White Stripes,Alt. Rock,DISLIKE
709,The Hardest Button to Button,The White Stripes,Alt. Rock,DISLIKE
710,Blue Orchid,The White Stripes,Alt. Rock,DISLIKE
711,My Doorbell,The White Stripes,Alt. Rock,DISLIKE
712,Icky Thump,The White Stripes,Alt. Rock,DISLIKE
713,She's Not There,The Zombies,Alt. Rock,DISLIKE
714,Tell Her No,The Zombies,Alt. Rock,DISLIKE
715,The Way I Feel Inside,The Zombies,Alt. Rock,DISLIKE
716,A Rose For Emily,The Zombies,Alt. Rock,DISLIKE
717,Beechwood Park - Mono Version,The Zombies,Alt. Rock,DISLIKE
718,Care Of Cell 44,The Zombies,Alt. Rock,DISLIKE
719,Hung Up On A Dream - Mono Version,The Zombies,Alt. Rock,DISLIKE
720,Imagine The Swan,The Zombies,Alt. Rock,DISLIKE
721,This Will Be Our Year,The Zombies,Alt. Rock,DISLIKE
722,Time Of The Season,The Zombies,Alt. Rock,DISLIKE
723,Blinded (When I See You),Third Eye Blind,Alt. Rock,DISLIKE
724,Graduate,Third Eye Blind,Alt. Rock,DISLIKE
725,How's It Going to Be,Third Eye Blind,Alt. Rock,DISLIKE
726,Jumper - 1998 Edit,Third Eye Blind,Alt. Rock,DISLIKE
727,Losing a Whole Year,Third Eye Blind,Alt. Rock,DISLIKE
728,Motorcycle Drive By,Third Eye Blind,Alt. Rock,DISLIKE
729,Semi-Charmed Life,Third Eye Blind,Alt. Rock,DISLIKE
730,Deep Inside of You - 2008 Remaster,Third Eye Blind,Alt. Rock,DISLIKE
731,Never Let You Go - 2008 Remaster,Third Eye Blind,Alt. Rock,DISLIKE
732,Crystal Baller,Third Eye Blind,Alt. Rock,DISLIKE
733,Goin' Out West - 2023 Remaster,Tom Waits,Alt. Rock,DISLIKE
734,Underground - 2023 Remaster,Tom Waits,Alt. Rock,DISLIKE
735,Long Way Home,Tom Waits,Alt. Rock,DISLIKE
736,Midnight Lullaby,Tom Waits,Alt. Rock,DISLIKE
737,Sober,TOOL,Alt. Rock,DISLIKE
738,Ænema,TOOL,Alt. Rock,DISLIKE
739,Forty Six & 2,TOOL,Alt. Rock,DISLIKE
740,Stinkfist,TOOL,Alt. Rock,DISLIKE
741,Lateralus,TOOL,Alt. Rock,DISLIKE
742,Parabola,TOOL,Alt. Rock,DISLIKE
743,Schism,TOOL,Alt. Rock,DISLIKE
744,Jambi,TOOL,Alt. Rock,DISLIKE
745,The Pot,TOOL,Alt. Rock,DISLIKE
746,Vicarious,TOOL,Alt. Rock,DISLIKE
747,New Year's Day,U2,Alt. Rock,DISLIKE
748,Sunday Bloody Sunday,U2,Alt. Rock,DISLIKE
749,Pride (In The Name Of Love),U2,Alt. Rock,DISLIKE
750,I Still Haven't Found What I'm Looking For,U2,Alt. Rock,DISLIKE
751,Where The Streets Have No Name,U2,Alt. Rock,DISLIKE
752,With Or Without You,U2,Alt. Rock,DISLIKE
753,Mysterious Ways,U2,Alt. Rock,DISLIKE
754,One,U2,Alt. Rock,DISLIKE
755,Beautiful Day,U2,Alt. Rock,DISLIKE
756,Elevation,U2,Alt. Rock,DISLIKE
757,Add It Up,Violent Femmes,Alt. Rock,DISLIKE
758,Blister In The Sun,Violent Femmes,Alt. Rock,DISLIKE
759,Good Feeling,Violent Femmes,Alt. Rock,DISLIKE
760,Kiss Off,Violent Femmes,Alt. Rock,DISLIKE
761,American Music,Violent Femmes,Alt. Rock,DISLIKE
762,Gone Daddy Gone,Violent Femmes,Alt. Rock,DISLIKE
763,Hallowed Ground,Violent Femmes,Alt. Rock,DISLIKE
764,Old Mother Reagan,Violent Femmes,Alt. Rock,DISLIKE
765,Please Do Not Go,Violent Femmes,Alt. Rock,DISLIKE
766,Prove My Love,Violent Femmes,Alt. Rock,DISLIKE
767,Buddy Holly,Weezer,Alt. Rock,DISLIKE
768,Say It Ain't So,Weezer,Alt. Rock,DISLIKE
769,Undone - The Sweater Song,Weezer,Alt. Rock,DISLIKE
770,El Scorcho,Weezer,Alt. Rock,DISLIKE
771,Hash Pipe,Weezer,Alt. Rock,DISLIKE
772,Island In The Sun,Weezer,Alt. Rock,DISLIKE
773,Beverly Hills,Weezer,Alt. Rock,DISLIKE
774,Pork And Beans,Weezer,Alt. Rock,DISLIKE
775,The Greatest Man That Ever Lived (Variations On A Shaker Hymn),Weezer,Alt. Rock,DISLIKE
776,Making Plans For Nigel,XTC,Alt. Rock,DISLIKE
777,Senses Working Overtime - Remastered 2001,XTC,Alt. Rock,DISLIKE
778,Dear God - Remastered 2001,XTC,Alt. Rock,DISLIKE
779,Ballad Of Peter Pumpkinhead - 2001 Remaster,XTC,Alt. Rock,DISLIKE
780,How Can You Mend a Broken Heart,Al Green,Blues,DISLIKE
781,Frosty - Single Version,Albert Collins,Blues,DISLIKE
782,Cold Cuts,Albert Collins,Blues,DISLIKE
783,Master Charge,Albert Collins,Blues,DISLIKE
784,The Things That I Used To Do - Live,Albert Collins,Blues,DISLIKE
785,Don't Lose Your Cool,Albert Collins,Blues,DISLIKE
786,I Ain't Drunk - Remastered,Albert Collins,Blues,DISLIKE
787,The Dream,Albert Collins,Blues,DISLIKE
788,Hooked On You - Remastered,Albert Collins,Blues,DISLIKE
789,T-Bone Shuffle,Albert Collins,Blues,DISLIKE
790,The Moon Is Full,Albert Collins,Blues,DISLIKE
791,Laundromat Blues - Mono Mix,Albert King,Blues,DISLIKE
792,As The Years Go Passing By,Albert King,Blues,DISLIKE
793,Born Under A Bad Sign - Mono Mix,Albert King,Blues,DISLIKE
794,Crosscut Saw - Mono Mix,Albert King,Blues,DISLIKE
795,"Oh,Pretty Woman - Mono Mix",Albert King,Blues,DISLIKE
796,The Hunter,Albert King,Blues,DISLIKE
797,Blues Power,Albert King,Blues,DISLIKE
798,Angel Of Mercy,Albert King,Blues,DISLIKE
799,I'll Play The Blues For You - Album Version - (Parts 1 & 2),Albert King,Blues,DISLIKE
800,Albert Castiglia - CADILLAC ASSEMBLY LINE,Albert King,Blues,DISLIKE
801,Rock Me Mama,"Arthur ""Big Boy"" Crudup",Blues,DISLIKE
802,Look on Yonder Wall,"Arthur ""Big Boy"" Crudup",Blues,DISLIKE
803,So Glad You're Mine - Remastered 2003,"Arthur ""Big Boy"" Crudup",Blues,DISLIKE
804,That's All Right,"Arthur ""Big Boy"" Crudup",Blues,DISLIKE
805,Boogie In The Morning,"Arthur ""Big Boy"" Crudup",Blues,DISLIKE
806,My Baby Left Me - Remastered 2003,"Arthur ""Big Boy"" Crudup",Blues,DISLIKE
807,Downhearted Blues,Bessie Smith,Blues,DISLIKE
808,Tain't Nobody's Bizness If I Do,Bessie Smith,Blues,DISLIKE
809,St. Louis Blues,Bessie Smith,Blues,DISLIKE
810,Backwater Blues,Bessie Smith,Blues,DISLIKE
811,Nobody Knows You When You're Down and Out,Bessie Smith,Blues,DISLIKE
812,Gimme a Pigfoot and a Bottle of Beer,Bessie Smith,Blues,DISLIKE
813,Key to the Highway,Big Bill Broonzy,Blues,DISLIKE
814,Shuffle Rag,Big Bill Broonzy,Blues,DISLIKE
815,When I Been Drinking,Big Bill Broonzy,Blues,DISLIKE
816,"Black,Brown and White",Big Bill Broonzy,Blues,DISLIKE
817,"Hey,Hey Baby",Big Bill Broonzy,Blues,DISLIKE
818,Chains of Love (with Van Piano Man Walls Orchestra),Big Joe Turner,Blues,DISLIKE
819,Midnight Special Train,Big Joe Turner,Blues,DISLIKE
820,Baby Please Don't Go,Big Joe Williams,Blues,DISLIKE
821,Key to the Highway,Big Joe Williams,Blues,DISLIKE
822,Crawlin' King Snake,Big Joe Williams,Blues,DISLIKE
823,Rollin' And Tumblin',Big Joe Williams,Blues,DISLIKE
824,Hound Dog,Big Mama Thornton,Blues,DISLIKE
825,They Call Me Big Mama,Big Mama Thornton,Blues,DISLIKE
826,Down Home Shake-Down,Big Mama Thornton,Blues,DISLIKE
827,Mischievous Boogie,Big Mama Thornton,Blues,DISLIKE
828,Watermelon Man,Big Mama Thornton,Blues,DISLIKE
829,Ball And Chain,Big Mama Thornton,Blues,DISLIKE
830,Black Rat - Take 4,Big Mama Thornton,Blues,DISLIKE
831,Little Red Rooster,Big Mama Thornton,Blues,DISLIKE
832,Little Boy Blue,Big Walter Horton,Blues,DISLIKE
833,Hard Hearted Woman,Big Walter Horton,Blues,DISLIKE
834,Lovin' My Baby,Big Walter Horton,Blues,DISLIKE
835,Easy - Remastered 2022,Big Walter Horton,Blues,DISLIKE
836,"Hey,Hey",Big Walter Horton,Blues,DISLIKE
837,Careless Love,Big Walter Horton,Blues,DISLIKE
838,Early Morning Blues,Blind Blake,Blues,DISLIKE
839,Southern Rag,Blind Blake,Blues,DISLIKE
840,Diddie Wah Diddie,Blind Blake,Blues,DISLIKE
841,Police Dog Blues,Blind Blake,Blues,DISLIKE
842,Too Tight Blues No. 2,Blind Blake,Blues,DISLIKE
